중산도면,단가,수량,영업납기,선급
063986,106952,88,2021-12-15,0
063986,106952,353,2021-12-17,0
063986,106952,706,2021-06-09,0
063987,13583,4,2021-11-11,0
063987,13583,23,2021-11-02,0
063987,13583,46,2021-11-17,0
063993,179208,28,2021-10-11,0
063993,179208,57,2021-06-18,0
063993,179208,114,2021-05-02,1
063995,6498,1,2021-01-15,1
063995,6498,3,2021-10-03,0
063995,6498,7,2021-04-19,0
064001,6498,1,2021-04-16,0
064001,6498,2,2021-07-02,0
064001,6498,4,2021-01-25,0
064017,86821,3,2021-08-25,0
064017,86821,7,2021-06-10,0
064017,86821,15,2021-01-02,0
064021,12881,4,2021-04-22,0
064021,12881,8,2021-03-05,0
064021,12881,16,2021-03-28,0
064022,6498,1,2021-12-03,0
064022,6498,2,2021-10-05,1
064022,6498,5,2021-05-03,0
064023,6498,1,2021-03-04,0
064023,6498,2,2021-07-16,1
064023,6498,4,2021-11-17,0
064025,7149,1,2021-03-02,1
064025,7149,3,2021-08-18,0
064025,7149,7,2021-05-19,0
064026,13140,2,2021-10-12,0
064026,13140,5,2021-08-18,0
064026,13140,10,2021-12-14,0
064028,179208,11,2021-10-24,0
064028,179208,34,2021-02-27,0
064028,179208,68,2021-02-28,1
064032,73747,5,2021-09-06,0
064032,73747,15,2021-05-31,0
064032,73747,30,2021-01-11,0
064035,179208,5,2021-09-21,0
064035,179208,10,2021-06-14,0
064035,179208,20,2021-07-20,0
064036,77242,7,2021-05-22,0
064036,77242,15,2021-02-10,1
064036,77242,30,2021-07-09,1
064037,6516,3,2021-09-14,0
064037,6516,15,2021-11-17,1
064037,6516,30,2021-09-08,0
064038,33640,4,2021-08-06,0
064038,33640,13,2021-07-28,1
064038,33640,26,2021-01-31,1
064039,40323,5,2021-11-12,0
064039,40323,14,2021-12-27,0
064039,40323,28,2021-04-30,0
064056,8134,2,2021-05-11,0
064056,8134,10,2021-08-09,1
064056,8134,20,2021-11-16,0
064057,179208,27,2021-02-07,0
064057,179208,55,2021-12-19,1
064057,179208,110,2021-03-14,0
064058,179208,25,2021-04-13,0
064058,179208,50,2021-06-03,0
064058,179208,100,2021-07-05,0
064061,6332,2,2021-10-21,0
064061,6332,8,2021-02-05,0
064061,6332,16,2021-09-12,0
064062,6498,2,2021-07-21,0
064062,6498,3,2021-08-15,0
064062,6498,6,2021-06-04,0
064063,179208,27,2021-12-17,0
064063,179208,55,2021-10-10,0
064063,179208,110,2021-10-27,1
064064,6332,3,2021-03-14,0
064064,6332,11,2021-12-16,0
064064,6332,22,2021-09-05,1
064077,6498,1,2021-12-14,0
064077,6498,3,2021-05-26,0
064077,6498,6,2021-04-28,0
064080,6498,2,2021-08-17,1
064080,6498,4,2021-02-27,0
064080,6498,8,2021-07-18,0
064081,6498,2,2021-02-13,0
064081,6498,4,2021-10-27,0
064081,6498,8,2021-12-08,0
064082,6498,1,2021-07-02,0
064082,6498,1,2021-04-02,0
064082,6498,2,2021-04-09,0
064084,27256,2,2021-02-06,1
064084,27256,6,2021-09-30,0
064084,27256,12,2021-05-13,1
064090,52115,5,2021-03-20,0
064090,52115,11,2021-07-31,0
064090,52115,22,2021-05-31,0
064093,179208,312,2021-04-28,0
064093,179208,625,2021-06-05,0
064093,179208,1250,2021-09-03,0
064094,52115,2,2021-11-02,1
064094,52115,5,2021-05-07,1
064094,52115,11,2021-01-02,0
064096,179208,8,2021-04-30,0
064096,179208,16,2021-06-20,0
064096,179208,32,2021-11-13,0
064097,179208,26,2021-10-07,0
064097,179208,78,2021-06-29,0
064097,179208,156,2021-06-02,0
064099,6498,1,2021-08-01,1
064099,6498,1,2021-07-26,0
064099,6498,2,2021-02-03,0
064100,179208,35,2021-03-23,0
064100,179208,70,2021-02-10,0
064100,179208,140,2021-01-18,0
064101,6498,1,2021-04-27,0
064101,6498,1,2021-05-26,0
064101,6498,2,2021-12-07,0
064104,179208,5,2021-09-05,0
064104,179208,10,2021-07-03,0
064104,179208,20,2021-04-23,0
064105,103554,9,2021-08-30,0
064105,103554,18,2021-01-18,0
064105,103554,36,2021-02-11,0
064166,6498,1,2021-08-27,0
064166,6498,3,2021-06-15,0
064166,6498,7,2021-12-29,0
064167,40311,9,2021-02-21,0
064167,40311,44,2021-10-01,0
064167,40311,88,2021-10-30,0
064168,13232,4,2021-05-06,0
064168,13232,17,2021-07-15,0
064168,13232,34,2021-03-27,0
064169,6498,1,2021-02-14,0
064169,6498,2,2021-05-09,1
064169,6498,4,2021-02-15,0
064171,6498,1,2021-03-01,0
064171,6498,2,2021-10-01,0
064171,6498,5,2021-07-30,0
064190,6498,1,2021-08-19,1
064190,6498,1,2021-08-29,0
064190,6498,2,2021-02-14,0
064192,17684,4,2021-05-15,0
064192,17684,16,2021-03-03,0
064192,17684,32,2021-01-21,0
064193,179208,12,2021-09-14,0
064193,179208,37,2021-07-16,0
064193,179208,74,2021-05-07,1
064195,103554,4,2021-12-27,0
064195,103554,9,2021-07-02,0
064195,103554,18,2021-07-21,0
064196,179208,11,2021-07-18,0
064196,179208,23,2021-01-10,0
064196,179208,46,2021-04-21,0
064197,6498,2,2021-06-15,0
064197,6498,4,2021-11-20,1
064197,6498,8,2021-06-12,0
064198,179208,6,2021-03-26,0
064198,179208,12,2021-12-27,0
064198,179208,24,2021-07-15,0
064201,179208,15,2021-01-17,0
064201,179208,31,2021-03-19,0
064201,179208,62,2021-11-17,0
064204,6498,3,2021-04-21,0
064204,6498,6,2021-02-13,1
064204,6498,12,2021-10-20,0
064206,6498,1,2021-03-18,0
064206,6498,3,2021-03-06,0
064206,6498,6,2021-10-19,0
064207,179208,6,2021-03-23,1
064207,179208,13,2021-11-26,0
064207,179208,27,2021-08-05,0
064208,18691,2,2021-05-06,0
064208,18691,5,2021-04-01,0
064208,18691,10,2021-06-25,0
064209,6498,2,2021-11-01,0
064209,6498,4,2021-08-16,0
064209,6498,8,2021-02-24,0
064210,6498,2,2021-04-30,0
064210,6498,4,2021-08-15,0
064210,6498,8,2021-11-11,0
064211,49390,7,2021-05-28,0
064211,49390,53,2021-04-27,1
064211,49390,106,2021-07-12,0
064214,6498,2,2021-01-26,0
064214,6498,4,2021-04-01,1
064214,6498,8,2021-10-07,1
064215,179208,6,2021-05-06,0
064215,179208,12,2021-07-04,0
064215,179208,24,2021-12-11,0
064219,8065,3,2021-09-05,0
064219,8065,7,2021-12-17,0
064219,8065,14,2021-10-11,1
064220,179208,36,2021-12-18,0
064220,179208,73,2021-04-15,0
064220,179208,146,2021-08-19,0
064221,179208,44,2021-12-29,1
064221,179208,87,2021-04-07,0
064221,179208,174,2021-06-07,0
064222,106952,12,2021-12-14,0
064222,106952,48,2021-05-20,0
064222,106952,96,2021-05-01,0
064223,6516,3,2021-10-18,0
064223,6516,16,2021-11-28,1
064223,6516,32,2021-04-03,0
064225,6498,1,2021-04-28,0
064225,6498,2,2021-11-01,0
064225,6498,5,2021-07-31,1
064227,179208,8,2021-01-26,0
064227,179208,17,2021-02-04,0
064227,179208,34,2021-05-19,0
064229,6498,1,2021-11-18,1
064229,6498,1,2021-06-08,0
064229,6498,3,2021-09-16,1
064230,6498,1,2021-12-10,1
064230,6498,1,2021-05-03,0
064230,6498,3,2021-11-10,1
064238,179208,51,2021-09-02,1
064238,179208,155,2021-09-18,0
064238,179208,310,2021-02-17,0
064239,179208,5,2021-10-23,0
064239,179208,10,2021-11-24,0
064239,179208,21,2021-12-13,0
064240,86821,4,2021-09-28,0
064240,86821,8,2021-01-17,0
064240,86821,16,2021-03-18,0
064241,52115,2,2021-10-10,0
064241,52115,5,2021-05-30,0
064241,52115,11,2021-12-03,0
064242,77242,3,2021-01-13,1
064242,77242,7,2021-05-10,0
064242,77242,14,2021-03-30,1
064243,179208,5,2021-01-27,0
064243,179208,10,2021-07-25,0
064243,179208,21,2021-06-04,0
064244,6498,1,2021-02-11,0
064244,6498,1,2021-03-30,1
064244,6498,2,2021-08-21,0
064245,6498,1,2021-07-30,0
064245,6498,2,2021-12-25,0
064245,6498,4,2021-06-22,1
064246,6498,1,2021-11-04,0
064246,6498,1,2021-11-12,0
064246,6498,3,2021-10-22,1
064248,6498,1,2021-11-01,0
064248,6498,2,2021-12-23,0
064248,6498,4,2021-05-31,0
064249,81204,4,2021-11-23,0
064249,81204,8,2021-07-30,1
064249,81204,17,2021-07-04,1
064250,86821,4,2021-04-25,0
064250,86821,8,2021-01-06,0
064250,86821,16,2021-03-04,0
064253,7149,1,2021-12-13,0
064253,7149,3,2021-05-07,0
064253,7149,7,2021-03-06,0
064254,18691,5,2021-02-26,0
064254,18691,9,2021-11-02,1
064254,18691,18,2021-01-26,0
064255,6498,1,2021-07-12,0
064255,6498,2,2021-04-04,0
064255,6498,5,2021-06-08,0
064256,179208,8,2021-11-18,0
064256,179208,17,2021-01-28,1
064256,179208,35,2021-12-28,0
064257,179208,16,2021-04-17,0
064257,179208,32,2021-03-03,0
064257,179208,64,2021-01-18,0
064259,179208,5,2021-11-25,0
064259,179208,10,2021-12-03,0
064259,179208,21,2021-03-20,0
064269,179208,7,2021-07-11,0
064269,179208,14,2021-01-14,1
064269,179208,28,2021-09-05,0
064288,6498,1,2021-03-30,0
064288,6498,2,2021-11-06,1
064288,6498,4,2021-11-23,0
064290,6332,3,2021-10-15,0
064290,6332,12,2021-07-10,0
064290,6332,24,2021-07-16,0
064291,27256,2,2021-05-22,0
064291,27256,7,2021-12-27,0
064291,27256,14,2021-11-08,0
064292,6498,1,2021-10-15,0
064292,6498,2,2021-11-16,1
064292,6498,5,2021-12-30,1
064296,86821,3,2021-05-12,1
064296,86821,7,2021-11-07,1
064296,86821,15,2021-04-14,1
064300,104092,15,2021-04-07,0
064300,104092,75,2021-07-10,1
064300,104092,150,2021-06-01,1
064302,179208,22,2021-05-17,0
064302,179208,45,2021-04-05,0
064302,179208,90,2021-08-18,0
064304,179208,40,2021-06-06,0
064304,179208,80,2021-07-28,0
064304,179208,160,2021-12-20,0
064306,6498,1,2021-08-01,0
064306,6498,1,2021-11-18,1
064306,6498,3,2021-06-24,0
064307,179208,6,2021-07-30,0
064307,179208,12,2021-02-10,0
064307,179208,24,2021-08-10,0
064308,8493,4,2021-10-13,0
064308,8493,8,2021-01-15,0
064308,8493,16,2021-10-24,0
064314,12881,2,2021-04-10,0
064314,12881,4,2021-05-10,0
064314,12881,9,2021-07-05,0
064315,6498,1,2021-05-24,1
064315,6498,2,2021-03-27,1
064315,6498,5,2021-07-21,0
064316,179208,5,2021-02-21,0
064316,179208,11,2021-03-25,0
064316,179208,22,2021-05-22,0
064317,6498,1,2021-07-22,0
064317,6498,2,2021-01-20,0
064317,6498,5,2021-09-28,0
064326,52115,3,2021-11-26,0
064326,52115,6,2021-09-17,0
064326,52115,13,2021-11-06,0
064327,52115,3,2021-07-01,0
064327,52115,6,2021-01-29,1
064327,52115,13,2021-07-13,0
064328,6498,1,2021-12-22,1
064328,6498,2,2021-05-12,0
064328,6498,5,2021-09-08,1
064333,6498,1,2021-11-05,0
064333,6498,1,2021-04-29,0
064333,6498,3,2021-04-23,0
064335,6498,1,2021-12-12,0
064335,6498,1,2021-05-10,0
064335,6498,1,2021-06-18,0
064337,179208,12,2021-10-23,0
064337,179208,23,2021-10-01,0
064337,179208,46,2021-02-03,0
064338,104092,75,2021-01-26,1
064338,104092,378,2021-07-29,0
064338,104092,756,2021-08-23,1
064339,46140,8,2021-06-29,0
064339,46140,55,2021-05-01,1
064339,46140,110,2021-08-13,0
064340,43171,9,2021-08-02,0
064340,43171,37,2021-04-15,0
064340,43171,74,2021-11-25,1
064341,145749,11,2021-11-27,0
064341,145749,87,2021-12-28,1
064341,145749,174,2021-06-30,1
064344,6498,1,2021-02-17,0
064344,6498,1,2021-12-21,1
064344,6498,2,2021-08-20,0
064358,6498,3,2021-07-24,0
064358,6498,6,2021-05-08,0
064358,6498,12,2021-01-20,0
064359,8065,2,2021-10-14,0
064359,8065,4,2021-12-20,1
064359,8065,8,2021-06-03,0
064360,6498,1,2021-02-13,0
064360,6498,2,2021-04-25,1
064360,6498,5,2021-10-28,0
064362,6498,1,2021-02-19,0
064362,6498,1,2021-11-22,0
064362,6498,3,2021-07-23,1
064363,6498,1,2021-03-20,1
064363,6498,1,2021-09-04,0
064363,6498,2,2021-12-08,0
064368,6498,1,2021-04-27,1
064368,6498,1,2021-04-11,0
064368,6498,2,2021-04-02,0
064375,12881,2,2021-06-18,0
064375,12881,4,2021-11-04,0
064375,12881,9,2021-08-24,1
064376,179208,12,2021-08-02,0
064376,179208,24,2021-06-20,0
064376,179208,48,2021-08-02,1
064381,6498,1,2021-03-20,0
064381,6498,2,2021-10-11,0
064381,6498,4,2021-12-06,0
064383,6498,1,2021-01-31,0
064383,6498,1,2021-07-09,0
064383,6498,3,2021-09-29,0
064385,52115,3,2021-09-04,0
064385,52115,6,2021-04-12,1
064385,52115,12,2021-05-05,0
064387,8493,4,2021-12-01,0
064387,8493,8,2021-01-09,0
064387,8493,16,2021-01-05,0
064390,17118,6,2021-06-11,0
064390,17118,46,2021-11-19,1
064390,17118,92,2021-02-19,0
064393,106952,12,2021-01-01,1
064393,106952,48,2021-03-11,0
064393,106952,96,2021-05-02,1
064397,179208,7,2021-01-02,0
064397,179208,15,2021-05-26,0
064397,179208,31,2021-04-30,0
064398,179208,12,2021-11-09,1
064398,179208,25,2021-08-01,0
064398,179208,50,2021-08-08,0
064399,179208,27,2021-10-25,1
064399,179208,55,2021-03-18,0
064399,179208,110,2021-01-23,1
064400,179208,21,2021-12-02,0
064400,179208,43,2021-03-29,1
064400,179208,87,2021-02-26,1
064402,6498,1,2021-05-05,0
064402,6498,3,2021-10-23,1
064402,6498,6,2021-05-23,0
064403,81204,8,2021-04-25,0
064403,81204,16,2021-11-07,1
064403,81204,32,2021-12-31,0
064408,7149,1,2021-05-02,0
064408,7149,3,2021-11-24,0
064408,7149,7,2021-12-27,0
064409,8493,2,2021-04-13,1
064409,8493,4,2021-10-19,0
064409,8493,9,2021-07-11,0
064410,6498,1,2021-09-12,0
064410,6498,3,2021-09-03,0
064410,6498,6,2021-11-02,0
064412,6498,3,2021-09-29,0
064412,6498,7,2021-03-23,0
064412,6498,14,2021-08-28,0
064413,8493,4,2021-09-18,0
064413,8493,8,2021-02-19,0
064413,8493,16,2021-11-21,0
064415,104092,10,2021-07-28,0
064415,104092,52,2021-08-14,0
064415,104092,104,2021-04-27,0
064416,102669,8,2021-10-31,0
064416,102669,24,2021-09-07,0
064416,102669,48,2021-02-11,0
064418,8844,4,2021-03-09,0
064418,8844,16,2021-09-13,0
064418,8844,32,2021-03-25,0
064421,366680,11,2021-09-14,0
064421,366680,89,2021-12-03,1
064421,366680,178,2021-11-27,0
064423,179208,19,2021-06-16,0
064423,179208,38,2021-05-10,0
064423,179208,76,2021-10-28,0
064429,10807,3,2021-10-03,0
064429,10807,29,2021-02-13,0
064429,10807,58,2021-10-20,0
064430,20470,3,2021-02-21,0
064430,20470,25,2021-05-04,0
064430,20470,50,2021-01-01,0
064432,13583,4,2021-12-28,0
064432,13583,21,2021-03-14,0
064432,13583,42,2021-02-24,0
064439,179208,38,2021-01-07,1
064439,179208,77,2021-07-30,0
064439,179208,154,2021-12-02,0
064440,52115,3,2021-12-21,0
064440,52115,6,2021-12-05,0
064440,52115,12,2021-05-14,0
064441,6498,1,2021-04-27,0
064441,6498,2,2021-12-02,0
064441,6498,4,2021-04-29,0
064442,77242,7,2021-02-17,1
064442,77242,14,2021-07-08,1
064442,77242,28,2021-12-12,0
064443,6332,2,2021-12-09,0
064443,6332,8,2021-07-22,0
064443,6332,16,2021-02-17,0
064444,27256,3,2021-07-12,0
064444,27256,9,2021-11-19,1
064444,27256,18,2021-01-29,0
064445,6498,2,2021-05-31,1
064445,6498,4,2021-04-14,0
064445,6498,8,2021-08-20,0
064461,81204,4,2021-06-11,0
064461,81204,8,2021-07-29,0
064461,81204,16,2021-10-02,0
064462,179208,18,2021-01-06,0
064462,179208,36,2021-12-31,0
064462,179208,72,2021-09-29,0
064469,52115,6,2021-07-27,0
064469,52115,13,2021-03-22,1
064469,52115,26,2021-07-27,0
064470,27256,2,2021-01-31,0
064470,27256,6,2021-11-09,1
064470,27256,12,2021-09-06,1
064471,6498,1,2021-08-29,0
064471,6498,1,2021-04-26,0
064471,6498,1,2021-09-08,0
064472,179208,25,2021-03-11,0
064472,179208,50,2021-06-05,1
064472,179208,100,2021-06-29,0
064473,179208,35,2021-11-27,1
064473,179208,70,2021-02-15,0
064473,179208,140,2021-10-01,0
064474,106952,17,2021-12-12,0
064474,106952,70,2021-06-19,1
064474,106952,140,2021-04-25,0
064475,6498,1,2021-09-03,1
064475,6498,1,2021-12-22,0
064475,6498,1,2021-11-17,0
064486,6498,1,2021-09-19,0
064486,6498,2,2021-08-08,0
064486,6498,4,2021-10-07,0
064490,6498,1,2021-12-14,0
064490,6498,2,2021-12-25,0
064490,6498,4,2021-01-07,0
064491,6498,1,2021-10-01,0
064491,6498,2,2021-03-29,0
064491,6498,4,2021-01-20,0
064494,6498,1,2021-09-18,0
064494,6498,1,2021-01-09,1
064494,6498,2,2021-04-29,0
064495,6498,1,2021-04-16,1
064495,6498,1,2021-11-27,0
064495,6498,2,2021-06-17,1
064496,6498,2,2021-11-06,0
064496,6498,4,2021-05-26,0
064496,6498,8,2021-04-01,0
064498,52115,3,2021-12-27,0
064498,52115,6,2021-07-21,0
064498,52115,12,2021-07-09,1
064504,6498,1,2021-07-09,0
064504,6498,3,2021-08-17,0
064504,6498,7,2021-01-02,0
064505,13140,2,2021-12-03,1
064505,13140,5,2021-05-29,0
064505,13140,10,2021-10-22,0
064508,77242,3,2021-06-06,0
064508,77242,7,2021-05-03,0
064508,77242,14,2021-07-19,0
064509,8065,2,2021-06-24,0
064509,8065,4,2021-12-27,0
064509,8065,8,2021-11-14,0
064510,179208,14,2021-09-19,0
064510,179208,28,2021-06-24,0
064510,179208,56,2021-12-03,0
064511,73747,5,2021-04-10,0
064511,73747,16,2021-08-15,1
064511,73747,32,2021-12-12,1
064512,77242,3,2021-07-02,0
064512,77242,7,2021-10-14,1
064512,77242,14,2021-02-15,0
064513,77242,3,2021-04-29,0
064513,77242,7,2021-01-25,0
064513,77242,14,2021-07-26,0
064515,179208,5,2021-10-02,0
064515,179208,10,2021-07-12,0
064515,179208,20,2021-05-24,0
064516,101291,4,2021-09-15,0
064516,101291,9,2021-06-04,0
064516,101291,19,2021-11-21,1
064517,86821,3,2021-04-27,0
064517,86821,7,2021-01-24,0
064517,86821,15,2021-09-17,0
064518,77242,3,2021-12-27,0
064518,77242,7,2021-03-16,1
064518,77242,14,2021-09-01,0
064519,8065,2,2021-12-31,0
064519,8065,4,2021-02-09,0
064519,8065,8,2021-08-07,0
064523,18691,2,2021-08-25,0
064523,18691,5,2021-04-12,0
064523,18691,10,2021-09-12,0
064534,179208,17,2021-04-13,0
064534,179208,35,2021-07-19,0
064534,179208,70,2021-02-11,0
064535,6332,1,2021-11-08,0
064535,6332,4,2021-11-16,1
064535,6332,8,2021-12-13,0
064536,179208,37,2021-04-30,0
064536,179208,75,2021-06-23,0
064536,179208,150,2021-03-18,0
064547,40772,6,2021-02-22,0
064547,40772,27,2021-06-08,0
064547,40772,54,2021-05-16,0
064548,73747,6,2021-08-07,0
064548,73747,20,2021-04-30,0
064548,73747,40,2021-08-14,1
064549,109155,20,2021-07-27,0
064549,109155,144,2021-10-15,0
064549,109155,288,2021-06-13,0
064553,6498,3,2021-10-13,0
064553,6498,7,2021-03-02,0
064553,6498,14,2021-01-22,0
064556,179208,11,2021-09-19,0
064556,179208,22,2021-03-20,0
064556,179208,44,2021-10-21,0
064557,179208,11,2021-06-25,1
064557,179208,23,2021-08-09,0
064557,179208,46,2021-02-02,0
064560,6498,1,2021-07-28,0
064560,6498,1,2021-06-27,0
064560,6498,2,2021-01-26,0
064564,179208,9,2021-12-11,0
064564,179208,19,2021-09-03,0
064564,179208,38,2021-01-25,1
064565,103554,9,2021-01-27,0
064565,103554,19,2021-10-21,0
064565,103554,38,2021-12-19,1
064566,179208,5,2021-08-22,0
064566,179208,10,2021-05-26,0
064566,179208,21,2021-07-30,0
064567,179208,25,2021-04-19,0
064567,179208,75,2021-10-17,0
064567,179208,150,2021-05-17,0
064573,7149,1,2021-08-26,1
064573,7149,3,2021-09-14,0
064573,7149,7,2021-02-05,0
064574,6498,1,2021-03-29,0
064574,6498,2,2021-04-11,1
064574,6498,5,2021-02-27,0
064579,103554,4,2021-04-23,0
064579,103554,9,2021-05-21,0
064579,103554,18,2021-03-17,0
064580,179208,6,2021-09-10,0
064580,179208,12,2021-01-22,0
064580,179208,24,2021-07-23,0
064581,101291,4,2021-11-18,0
064581,101291,9,2021-02-03,0
064581,101291,19,2021-03-24,0
064582,179208,38,2021-08-02,1
064582,179208,77,2021-05-03,1
064582,179208,154,2021-04-28,0
064583,179208,6,2021-08-30,1
064583,179208,12,2021-11-11,1
064583,179208,24,2021-12-28,0
064584,179208,22,2021-09-17,0
064584,179208,45,2021-09-22,0
064584,179208,90,2021-10-08,0
064585,179208,15,2021-01-28,1
064585,179208,30,2021-11-30,0
064585,179208,60,2021-12-13,0
064586,179208,12,2021-04-28,0
064586,179208,38,2021-03-29,0
064586,179208,76,2021-11-17,0
064589,179208,11,2021-01-17,0
064589,179208,22,2021-10-06,0
064589,179208,44,2021-09-11,1
064601,104092,24,2021-05-30,1
064601,104092,121,2021-04-28,0
064601,104092,242,2021-01-18,0
064602,179208,56,2021-10-01,0
064602,179208,169,2021-05-21,1
064602,179208,338,2021-03-15,0
064603,104092,81,2021-01-25,1
064603,104092,407,2021-11-14,0
064603,104092,814,2021-10-20,1
064605,106952,26,2021-06-20,0
064605,106952,105,2021-08-04,1
064605,106952,210,2021-09-16,1
064606,179208,35,2021-10-28,0
064606,179208,70,2021-09-30,0
064606,179208,140,2021-07-01,1
064607,179208,33,2021-12-26,0
064607,179208,66,2021-02-07,0
064607,179208,132,2021-05-09,0
064609,6498,1,2021-09-19,1
064609,6498,2,2021-02-07,0
064609,6498,5,2021-02-05,0
064610,8065,2,2021-04-18,0
064610,8065,4,2021-06-02,0
064610,8065,8,2021-10-01,0
064614,179208,39,2021-04-20,0
064614,179208,117,2021-06-24,0
064614,179208,234,2021-08-23,0
064615,109155,13,2021-06-25,1
064615,109155,92,2021-02-24,0
064615,109155,184,2021-01-19,1
064619,8065,2,2021-08-09,0
064619,8065,4,2021-04-18,0
064619,8065,8,2021-05-18,1
064621,8065,3,2021-07-17,0
064621,8065,7,2021-12-28,0
064621,8065,14,2021-03-15,0
064623,6498,1,2021-07-13,0
064623,6498,3,2021-11-01,0
064623,6498,7,2021-02-16,0
064626,179208,10,2021-08-09,0
064626,179208,21,2021-09-09,1
064626,179208,42,2021-08-12,0
064628,6498,1,2021-08-16,1
064628,6498,1,2021-05-24,1
064628,6498,2,2021-04-01,0
064629,179208,120,2021-12-16,0
064629,179208,240,2021-12-26,0
064629,179208,480,2021-02-20,0
064630,6498,1,2021-07-19,1
064630,6498,1,2021-06-25,1
064630,6498,2,2021-12-03,0
064631,179208,5,2021-08-27,1
064631,179208,10,2021-02-17,1
064631,179208,21,2021-05-25,0
064632,81204,4,2021-04-10,1
064632,81204,8,2021-05-24,0
064632,81204,17,2021-04-13,0
064633,179208,36,2021-10-12,0
064633,179208,73,2021-12-20,0
064633,179208,146,2021-04-14,0
064634,179208,14,2021-10-09,0
064634,179208,28,2021-08-03,0
064634,179208,56,2021-08-26,0
064639,103554,4,2021-05-17,0
064639,103554,9,2021-12-07,0
064639,103554,19,2021-08-14,0
064640,179208,19,2021-02-26,0
064640,179208,38,2021-06-01,0
064640,179208,76,2021-05-07,0
064643,6498,1,2021-10-01,0
064643,6498,3,2021-09-22,1
064643,6498,7,2021-06-26,0
064651,179208,7,2021-12-03,0
064651,179208,14,2021-07-16,0
064651,179208,28,2021-05-31,0
064652,179208,14,2021-05-21,1
064652,179208,28,2021-09-21,0
064652,179208,56,2021-12-12,0
064654,179208,12,2021-02-28,0
064654,179208,24,2021-06-17,0
064654,179208,48,2021-03-03,1
064655,6498,1,2021-04-03,0
064655,6498,1,2021-01-21,1
064655,6498,2,2021-03-10,0
064661,6498,1,2021-11-26,0
064661,6498,1,2021-07-31,0
064661,6498,2,2021-11-18,0
064662,6498,1,2021-04-21,0
064662,6498,1,2021-01-10,0
064662,6498,2,2021-02-28,0
064689,179208,19,2021-02-24,0
064689,179208,38,2021-08-28,0
064689,179208,76,2021-08-06,1
064699,18691,2,2021-01-10,0
064699,18691,5,2021-02-20,0
064699,18691,10,2021-02-28,0
064724,179208,51,2021-02-20,1
064724,179208,103,2021-06-05,0
064724,179208,206,2021-03-05,0
064725,103554,4,2021-08-24,1
064725,103554,9,2021-05-12,0
064725,103554,18,2021-11-30,0
064726,179208,6,2021-05-30,0
064726,179208,12,2021-08-19,0
064726,179208,24,2021-05-08,0
064727,179208,6,2021-09-28,0
064727,179208,12,2021-02-09,0
064727,179208,25,2021-04-05,0
064728,179208,11,2021-05-10,0
064728,179208,23,2021-10-12,0
064728,179208,46,2021-07-16,0
064734,103554,9,2021-08-07,0
064734,103554,18,2021-01-16,1
064734,103554,36,2021-04-15,1
064735,179208,11,2021-01-24,1
064735,179208,22,2021-11-30,0
064735,179208,44,2021-10-24,0
064736,6498,1,2021-11-15,0
064736,6498,3,2021-06-15,0
064736,6498,6,2021-02-05,1
064737,8493,2,2021-03-24,0
064737,8493,4,2021-09-02,0
064737,8493,9,2021-03-30,0
064738,12881,2,2021-01-29,0
064738,12881,4,2021-01-06,0
064738,12881,9,2021-08-20,0
064739,6498,1,2021-11-26,0
064739,6498,1,2021-04-28,1
064739,6498,3,2021-03-13,0
064740,6498,1,2021-04-19,1
064740,6498,1,2021-12-12,0
064740,6498,2,2021-06-25,0
064745,179208,12,2021-08-21,0
064745,179208,24,2021-07-16,0
064745,179208,48,2021-04-05,0
064746,179208,12,2021-08-06,0
064746,179208,25,2021-04-30,0
064746,179208,51,2021-11-07,0
064747,6498,1,2021-03-17,0
064747,6498,2,2021-09-03,0
064747,6498,5,2021-09-17,0
064748,6498,1,2021-08-28,1
064748,6498,2,2021-07-29,0
064748,6498,5,2021-02-20,0
064749,12881,2,2021-09-09,0
064749,12881,4,2021-10-18,0
064749,12881,9,2021-05-02,1
064752,6498,1,2021-07-28,0
064752,6498,3,2021-10-27,0
064752,6498,6,2021-06-07,1
064754,179208,15,2021-12-28,0
064754,179208,30,2021-10-10,0
064754,179208,60,2021-05-28,0
064757,20343,10,2021-09-11,0
064757,20343,49,2021-09-26,1
064757,20343,98,2021-06-21,0
064758,6498,1,2021-08-15,0
064758,6498,1,2021-05-03,0
064758,6498,1,2021-03-15,0
064759,6498,1,2021-06-06,0
064759,6498,1,2021-02-18,0
064759,6498,1,2021-02-08,0
064760,104092,110,2021-04-10,1
064760,104092,662,2021-08-06,0
064760,104092,1324,2021-09-11,0
064762,86821,8,2021-12-03,0
064762,86821,16,2021-03-28,0
064762,86821,32,2021-02-06,0
064770,179208,20,2021-09-17,0
064770,179208,40,2021-04-06,0
064770,179208,80,2021-11-16,0
064777,179208,5,2021-06-09,1
064777,179208,10,2021-08-31,0
064777,179208,20,2021-01-15,0
064780,6498,1,2021-02-25,0
064780,6498,1,2021-08-06,0
064780,6498,2,2021-01-06,0
064781,6498,1,2021-07-18,0
064781,6498,1,2021-05-03,1
064781,6498,1,2021-12-18,0
064782,6498,1,2021-08-08,0
064782,6498,1,2021-02-28,0
064782,6498,1,2021-04-23,1
064783,6498,1,2021-04-08,0
064783,6498,1,2021-10-22,0
064783,6498,1,2021-04-06,0
064784,6498,1,2021-12-12,0
064784,6498,1,2021-03-14,0
064784,6498,2,2021-12-04,0
